	subject	target_sentence	db_cond	response	threshold
207	sub04	Für Volkskunst schwärmt nicht jede Altersstufe.	-1.0	 der.	wordlists_1correct
208	sub04	Der Frosch sprang rein ins Täschchen.	2.0	 Der Frosch sprang rein ins Loch.	wordlists_1correct
209	sub04	Mein Arzt empfahl dringend Bäder.	1.0	 mein Arzt.	wordlists_1correct
210	sub04	Der Kaffee dampft in den Tassen.	1.0	 Der Kaffee dampft in Tassen.	wordlists_1correct
211	sub04	In der Galerie bewundern Besucher zeitgenössische Kunst.	-2.0	 In der Galerie wurde	wordlists_1correct
212	sub04	Die Katze schnurrt zufrieden auf dem Sofa.	1.0	 Die Katze schnurrt zufrieden auf dem Sofa.	wordlists_1correct
213	sub04	Ängstlich begreifst du Omas Lage.	1.0	 Ängstlich, du musst...	wordlists_1correct
214	sub04	Unsere Söhne lieben flotte Tänze.	0.0	Söhne lieben	wordlists_1correct
215	sub04	Der Kamin verbreitet wohlige Wärme.	2.0	 Der Kamin verbreitet wohlige Wärme.	wordlists_1correct
216	sub04	Beim Studienkurs musst Du ernsthaft lernen.	0.0	 Im Studienkurs ernsthaft lernen.	wordlists_1correct
217	sub04	Der Kellner jongliert mit den Speisekarten.	-2.0	 Der Kellner jongliert mit denen.	wordlists_1correct
218	sub04	Zum Ausweis gehört ein Lichtbild.	-2.0	 nicht verstanden.	wordlists_1correct
219	sub04	Die Freunde treffen sich am See.	2.0	 Freunde treffen sich zum	wordlists_1correct
220	sub04	Die Straßenlaterne spendet warmes Licht.	10.0	 Die Straßenlaterne spendet warmes Licht.	wordlists_1correct
221	sub04	Die Gärtnerin tanzt zwischen den Blumenbeeten.	-2.0	 Die Gärtnerin tanzt zwischen dem Blumenbeet.	wordlists_1correct
222	sub04	Die Kaffeetasse klirrt beim Frühstück.	-2.0	 Die Kaffeetasse klirrt auf.	wordlists_1correct
223	sub04	Der Regen klopft ans Fenster.	-1.0	 klopft ans Fenster.	wordlists_1correct
224	sub04	Der Nachbar sang unter der Dusche Oper.	2.0	 der Nachbar.	wordlists_1correct
225	sub04	Achtlos wirft der Knirps Matsch durchs Eckfenster.	10.0	 Achtlos wirft der Knirps Matsch durchs Fenster.	wordlists_1correct
226	sub04	Die Musiker unterhalten Passanten mit ihrer Musik.	1.0	 Die Musiker unterhalten sich.	wordlists_1correct
227	sub04	Wir haben ein Abteil extra für uns.	0.0	 Wir haben einen Expertenkurs.	wordlists_1correct
228	sub04	Schnupfen stört uns natürlich sehr.	1.0	 nicht verstanden.	wordlists_1correct
229	sub04	Morgen wird es neblig und eiskalt.	-2.0	Morgen wird es neblig und eiskalt.	wordlists_1correct
230	sub04	Die Familie genießt gemeinsames Abendessen.	1.0	 gemeinsam Karten	wordlists_1correct
231	sub04	Er wird ihr ewig treu bleiben.	0.0	 Er wird ja eh nicht bleiben.	wordlists_1correct
232	sub04	Unser Doktor besucht Vater täglich.	-1.0	 Nicht verstanden.	wordlists_1correct
233	sub04	Schulkinder müssen Rechnen und Schreiben lernen.	-2.0	 nicht verstanden.	wordlists_1correct
234	sub04	Messer und Gabel liegen neben dem Teller.	-1.0	 Messer und Gabel.	wordlists_1correct
235	sub04	Heute jeder Strauß Blumen zwei Mark.	-1.0	 Jeden Strauß Blumen zweimal.	wordlists_1correct
0	pilot99	Heute jeder Strauß  Blumen zwei Mark.	1.0	 Auch nichts verstanden.	wordlists_1correct
1	pilot99	Nervöse Menschen brauchen viel Ruhe.	2.0	 Die bösen Menschen brauchen Ruhe.	wordlists_1correct
2	pilot99	Die Verkäuferin hat einen ungewöhnlichen Akzent.	10.0	 Die Verkäuferin hat einen ungewöhnlichen Akzent.	wordlists_1correct
3	pilot99	Diese zarten Blumen welken rasch.	-1.0	 verstanden. Nichts verstanden.	wordlists_1correct
4	pilot99	Die Vögel umkreisten den Turm.	-1.0	die Vögel und den Rest nicht verstanden.	wordlists_1correct
5	pilot99	Die Sonne scheint am blauen Himmel.	-2.0	 Die Sonne scheint. Ja, Rest nicht verstanden.	wordlists_1correct
6	pilot99	Kollegen feiern den Abschluss eines erfolgreichen Projekts.	2.0	 Die Pünktchen-Pünktchen feiern den Abschluss eines erfolgreichen Vertrages.	wordlists_1correct
7	pilot99	Seine Worte schwebten wie Schmetterlinge.	10.0	 Seine Worte schwebten wie Schmetterlinge.	wordlists_1correct
8	pilot99	Diese Gegend nennt man Sandwüste.	-1.0	 wieder nichts verstanden.	wordlists_1correct
9	pilot99	Der Kaffeeplausch wurde von Ameisen gestört.	2.0	 Das wurde nicht verstanden.	wordlists_1correct
10	pilot99	Messer und Gabel liegen neben dem Teller.	0.0	 Messer und Gabel, den Rest leider nicht verstanden.	wordlists_1correct
11	pilot99	Flüsternd erzählt der Wind Geschichten.	0.0	gestern der Anfang, der Rest nicht verstanden.	wordlists_1correct
12	pilot99	Der Nachbar trägt immer Höte.	0.0	 der Nachbar kocht, glaube ich, und dann nicht verstanden.	wordlists_1correct
13	pilot99	Die Lampe spendet angenehmes, helles Licht.	-1.0	 Die Lampe spendet angenehmes helles Licht.	wordlists_1correct
14	pilot99	Die Katze schläft auf dem Sofa	10.0	 Die Katze schläft auf dem Sofa.	wordlists_1correct
15	pilot99	Der Löwe schleicht im Käfig umher.	-2.0	 Wieder nicht verstanden.	wordlists_1correct
16	pilot99	Die Gärtnerin tanzt zwischen den Blumenbeeten.	2.0	 Die Gärtnerin pflanzt, Rest nicht verstanden.	wordlists_1correct
17	pilot99	Senioren machen morgendliche Gymnastik im Park.	2.0	 Die Senioren machen morgendlichen Sport im Park.	wordlists_1correct
18	pilot99	Nach diesen Sturmböen herrscht ein furchtbares Chaos.	2.0	 Massive Sturmböen, den Rest nicht verstanden. Oder fegten ums Haus.	wordlists_1correct
0	pilot98	Sechs Mädchen wollen Schwester werden.	1.0	 Nee, nicht verstanden.	wordlists_2correct
1	pilot98	Geld allein macht nicht glücklich.	-2.0	 Geld allein macht nicht glücklich.	wordlists_2correct
2	pilot98	Sein Blick fiel auf den Boden.	2.0	sein Glück liegt auf dem Boden.	wordlists_2correct
3	pilot98	Ein leiser Windhauch streift die Wiesen.	-2.0	 Ein leiser Windhauch pfeift um den... Irgendwas.	wordlists_2correct
4	pilot98	Vor dem Schloss wartet eine einsame Gestalt.	0.0	 Vor dem Schloss wartet ein einsamer...	wordlists_2correct
5	pilot98	Die Freunde treffen sich am See.	-1.0	 Die Freunde treffen sich am See.	wordlists_2correct
6	pilot98	Der Regen tropft vom Dach.	10.0	 Der Regen tropft vom Dach.	wordlists_2correct
7	pilot98	Der Besitz des Kiosks ist rechtlich verpfÃ¤ndet.	-1.0	 Er berichtet, Rest nicht verstanden.	wordlists_2correct
8	pilot98	Der Hund las heimlich die Zeitung.	-1.0	 Der Hund las heimlich die Zeitung.	wordlists_2correct
9	pilot98	Die weiße Leinwand wird vom Maler beschriftet.	-2.0	 Die weiße Leinwand wird vom Maler gestrichen.	wordlists_2correct
10	pilot98	Ãœber die Felder weht ein Wind	0.0	 Über die Felder weht ein Wind.	wordlists_2correct
11	pilot98	Alle eilen gleich links ins Freie.	1.0	 Nee, alle Rest nicht wirklich verstanden.	wordlists_2correct
12	pilot98	Der Regenschirm schätzt vor plötzlichem Regen.	-2.0	 Und am Ende irgendwas mit Regen.	wordlists_2correct
13	pilot98	Ein ruhiger Bach plätschert durch den Wald.	10.0	 Ein ruhiger Bach plätschert durch den Wald.	wordlists_2correct
14	pilot98	Mein Chef hat eine seltsame Frisur.	2.0	 Mein Chef hat eine seltsame Frisur.	wordlists_2correct
15	pilot98	Frische Gardinen hängen am Fenster.	0.0	am Ende am Fenster.	wordlists_2correct
16	pilot98	Seine Worte schwebten wie Schmetterlinge.	2.0	 Seine Worte wie Schmetterlinge.	wordlists_2correct
17	pilot98	Ein älteres Paar spaziert Hand in Hand.	10.0	 Ein älteres Paar spaziert Hand in Hand.	wordlists_2correct
18	pilot98	Nach diesen Sturmböen herrscht ein furchtbares Chaos.	2.0	 Nach diesen Sturmböen herrscht ein besonderes Chaos.	wordlists_2correct
19	pilot98	Mein Arzt empfahl dringend Bäder.	-2.0	 Mein Arzt im Fall.	wordlists_2correct
0	pilot97	Junge Erwachsene genießen das Stadtfest.	-1.0	 Nichts verstanden.	wordlists_2correct
1	pilot97	Das kalte Licht leuchtet am Morgen.	1.0	 Nichts verstanden.	wordlists_2correct
2	pilot97	Hier richten Zimmerleute ein Dach.	-2.0	 Nichts verstanden.	wordlists_2correct
3	pilot97	Diese Gegend nennt man Sandwüste.	10.0	 Diese Gegend nennt man Sandwüste.	wordlists_2correct
4	pilot97	Der Arzt untersucht den Patienten.	10.0	 Der Arzt untersucht den Patienten.	wordlists_2correct
5	pilot97	Sein Blick streifte die Sterne.	10.0	 Sein Blick streifte die Sterne.	wordlists_2correct
6	pilot97	Böse Menschen verdienen ihre Strafe.	1.0	 Nichts verstanden.	wordlists_2correct
7	pilot97	Die Verkauferin hat einen ungewöhnlichen Akzent.	-2.0	 Nichts verstanden.	wordlists_2correct
8	pilot97	Die Freunde treffen sich am See.	-1.0	 Nichts verstanden.	wordlists_2correct
9	pilot97	Der gelbe Küchenofen sorgt für Wärme	10.0	 Der gelbe Küchenofen sorgt für Wärme.	wordlists_2correct
10	pilot97	Ein leiser Windhauch streift die Wiesen.	1.0	 Ein leiser Windhauch streifte denen keine Ahnung.	wordlists_2correct
11	pilot97	Die Katze schläft auf dem Sofa	2.0	 die Katze, dann habe ich nicht weiter verstanden.	wordlists_2correct
12	pilot97	Verkehrsampeln leuchten grün, gelb, rot.	-1.0	 Nichts verstanden.	wordlists_2correct
13	pilot97	Du bewirbst dich bei der gepflegten Wirtschaftsbank.	-2.0	 Nichts verstanden.	wordlists_2correct
14	pilot97	Flüsternd erzählt der Wind Geschichten.	-2.0	 Erzählt Geschichten.	wordlists_2correct
15	pilot97	Der Bus fährt durch die Stadt.	-1.0	 Der Bus fährt durch die Stadt.	wordlists_2correct
16	pilot97	Ein Musiker verzaubert die Menschenmenge.	-2.0	 Nichts verstanden.	wordlists_2correct
17	pilot97	Ein Ã¤lteres Paar spaziert Hand in Hand.	1.0	 Nichts verstanden.	wordlists_2correct
18	pilot97	Ein Künstler malt Porträts auf dem Marktplatz.	1.0	 Ein Künstler malt Porträts oft nachts.	wordlists_2correct
19	pilot97	Der Briefträger bringt die Post.	10.0	 Der Briefträger bringt die Post.	wordlists_2correct
0	pilot1	Ich brauche heute eine Verbindung ab Köln	0.0	 Verbindung ab Köln	sentences
1	pilot1	Das Haus neben dem Leuchtturm dient seit Jahren als Unterschlupf	0.0	 Das Haus neben dem Leuchtturm dient seit Jahren als Unterschlupf.	sentences
2	pilot1	Mit einem Ringchen wird die Gangschaltung wieder gangbar	-2.0	 Gangschaltung gangbar	sentences
3	pilot1	Das ist nun doch die Höh	10.0	 Das ist doch nun die Höhe.	sentences
4	pilot1	Der Verbrecher wollte seinem röchelnden Opfer den Hals abdrehen	1.0	 Der Verbrecher wollte seinem Opfer den Hals abdrehen.	sentences
5	pilot1	Am Samstag öffnet der Kiosk erstmals	0.0	 Am Samstag öffnet der Kiosk erstmals.	sentences
6	pilot1	Mein Arzt empfahl dringend Bäder	1.0	 mein Arzt empfahl dringend.	sentences
7	pilot1	Wut, Neid und ständige Drohungen und Schmähungen kennzeichnen sein Verhalten	-2.0	 kennzeichnen.	sentences
8	pilot1	In Zukunft kommt jeder falsche Versicherungsfall vor das Bezirksgericht	2.0	 In Zukunft geht jeder falsche Versicherungsfall vor das Bezirksgericht.	sentences
9	pilot1	Heute jeder Platz: Eins fünfzig	-1.0	 Heute jeder Platz eins fünfzig	sentences
10	pilot1	Es gehört zu einer Feldscheune	2.0	 Es gehört zu einer Feldscheune	sentences
11	pilot1	Für Volkskunst schwärmt nicht jede Altersstufe	-1.0	 Nicht jede alte Scheune.	sentences
12	pilot1	Bücher, Zeitschriften und Illustrierte sind in Frankreich auch in Tabakläden erhältlich	2.0	 Tabak. Bücher, Zeitungen und Illustrierte sind in Frankreich	sentences
13	pilot1	Unser Doktor besucht Vater täglich	-1.0	 Nicht verstanden.	sentences
14	pilot1	Rückt die Stühle an den Tisch	2.0	 Er rückte Stühle an den Tisch.	sentences
15	pilot1	Sie schießen spöttische Blicke auf den armen Spanier	-1.0	 auf den armen Spanier.	sentences
16	pilot1	Guten Morgen, meine Damen und Herren	2.0	 Guten Morgen meine Damen und Herren.	sentences
17	pilot1	Diese Durchsage ist ohne Gewähr	-2.0	 Diese Durchsage ist ohne Gewehr.	sentences
18	pilot1	Allzu lebhafte Kinder machen nervös	1.0	 Allzu lebhafte Kinder machen nervös.	sentences
19	pilot1	Gut Ding will Weile haben	-2.0	 Ding will Weile haben.	sentences
20	pilot1	Sie ißt kein salziges Gericht	10.0	 Salz im Gericht.	sentences
21	pilot1	Laß bitte das Licht brennen	-2.0	 Nicht verstanden.	sentences
22	pilot1	Abends lieber zeitig schlafen gehen	-2.0	 abends lieber zeitig schlafen gehen.	sentences
23	pilot1	Öffnet doch gleich beide Türen	-1.0	 Öffne doch gleich beide Türen.	sentences
24	pilot1	Es ist zäh wie Leder	-1.0	 wieder.	sentences
25	pilot1	Zum Schnitzel gibt es Erbsen	-1.0	 Zum Schnitzel gibt es Erbsen.	sentences
26	pilot1	Zwei Delfter Vasen überragten einen steinernen Löwen und einen chinesischen Buddha	0.0	 steinernen löwen und chinesischen berg	sentences
27	pilot1	Wenn du den Glühwein durch einen Strohhalm trinkst, kriegst du einen Rausch	0.0	 Wenn du den Glühwein mit einem Strohhalm trinkst, kriegst du einen Rausch.	sentences
28	pilot1	Ich müßte lesen und rechnen	0.0	 Ich müsste lesen und rechnen.	sentences
29	pilot1	Achtung, der Eilzug aus Nizza fährt auf Gleis zwölf ein	0.0	 Achtung, fährt auf Gleis zwölf ein.	sentences
30	pilot1	Es wird auch da chinesisch gesprochen	10.0	 Es wird auch da Chinesisch gesprochen.	sentences
31	pilot1	Die Bremse quietscht beim linkslastigen Bremsen	1.0	 links zum Bremsen.	sentences
32	pilot1	Ich brauche den nächsten Zug nach München	0.0	Ich fliege in nächster Zeit nach München.	sentences
33	pilot1	Der süße Wauwau hat ein reiches Frauchen	-1.0	 Der süße Wauwau hat ein weiches Frauchen.	sentences
34	pilot1	Unsere beiden Hunde haben Durst	1.0	 Hunde haben Durst.	sentences
35	pilot1	Vor Erschöpftheit warten wir das Ende des Kampfs nicht ab	0.0	 Vor Erschöpftheit warten wir das Ende des Kampfes nicht ab.	sentences
36	pilot1	Wir wollen heute spazieren gehen	-2.0	 Wir wollen heute spazieren gehen.	sentences
37	pilot1	Ein Stückchen weiter nördlich ist eine Umgehungsstraße	0.0	 Umgehungsstrasse.	sentences
38	pilot1	Der Kursteilnehmer wählt das einfachste Exemplar der vergilbten Schriftstücke	-2.0	Versuchsteilnehmer sind das einfachste Exemplar.	sentences
39	pilot1	Ich bin dreißig Jahre alt	2.0	 Ich bin dreißig Jahre alt.	sentences
40	pilot1	Ein Sofa steht an der Wand	-1.0	 steht an der Wand.	sentences
41	pilot1	Diese zarten Blumen welken rasch	10.0	 Diese Taten	sentences
42	pilot1	Opa jammert ständig über seine Asthmaanfälle	1.0	 Opa jammert ständig über seine Asthma-Anfälle.	sentences
43	pilot1	Der gelbe Küchenofen sorgt für Wärme	2.0	 Der gelbe Küchenofen sorgt für Wärme.	sentences
44	pilot1	Die üppigen Büsche und Stauden am Tümpel vor dem Teehaus zeigen die ersten Blüten	1.0	 Zwischen Büschen und Stauden am Teehaus zeigen die	sentences
45	pilot1	Er schüttelt kräftig Deine Hand	2.0	 Er schüttelt kräftig deine Hand.	sentences
46	pilot1	Nichts verletzt mehr als Spott	-1.0	 Nichts verletzt mehr als Spott.	sentences
47	pilot1	Das Baujahr der Büromöbel liegt lange zurück	-1.0	 Büro liegt lange zurück.	sentences
48	pilot1	Dieses Öfchen sieht aber hübsch aus	10.0	 Alles Gute!	sentences
49	pilot1	Im Januar fährt der Schlepper nach Dänemark	2.0	 Im Januar fährt der Schlepper nach Dänemark.	sentences
50	pilot1	Nun sind wir gleich im Wagen	0.0	 Nun sind wir gleich im Wagen.	sentences
51	pilot1	Er gewinnt sechs Spiele nacheinander	-1.0	 Sie gewinnt sechs Spiele nacheinander.	sentences
52	pilot1	In Eurer Wohnung waren Diebe	2.0	 In eurer Wohnung waren Diebe.	sentences
53	pilot1	Sie gehen in die Oper	0.0	 Sie gehen in die Uni.	sentences
54	pilot1	Dazu essen wir den Salat	-1.0	 Dazu essen wir den Salat.	sentences
55	pilot1	Nehmt doch Butter zum Brot	2.0	 nicht verstanden	sentences
56	pilot1	Sie wollen ein Reh jagen	0.0	 Reh Jahr	sentences
57	pilot1	Am Zaun steht eine Regentonne	0.0	 Regentonne.	sentences
58	pilot1	Ich packe langsam meine Sachen	-1.0	 Ich packe langsam meine Sachen.	sentences
59	pilot1	Nüsse muß man gut kauen	10.0	 Nüsse muss man gut kauen	sentences
60	pilot1	Der fünfzehige Fuß kommt in der Tierwelt häufig vor	10.0	 Der fünfzähige Fuß kommt in der Tierwelt häufig vor.	sentences
61	pilot1	Nach einer Umfrage kennt niemand dieses Fremdwort	1.0	 Nach einer Umfrage ist niemand mit an Bord.	sentences
62	pilot1	Iß dein Essen nie hastig	-1.0	 Nicht verstanden.	sentences
63	pilot1	Öfen brauchen Kohlen und Briketts	10.0	 Öfen brauchen Kohlen und Briketts.	sentences
64	pilot1	Weil zwei Parlamentssitze frei werden, ist eine Nachwahl erforderlich	2.0	 Bei zwei Parlamentssitzungen ist eine Nachwahl erforderlich.	sentences
65	pilot1	Leider ist dies Haus teuer	2.0	 Leider ist dies Haus teuer.	sentences
66	pilot1	Der smarte Bergsteiger betrachtet furchtlos die Szene	-1.0	 Der Bergsteiger betrachtet furchtlos die Szene.	sentences
67	pilot1	Zuvor müssen wir uns stärken	10.0	 Zuvor müssen wir uns stärken.	sentences
68	pilot1	Ein kleines Flämmchen in der Koje der Jolle entwickelte sich zu einem Brand	2.0	 Ein kleines Flämmchen in der Kohle der Jolle entwickelt sich zu einem Brand.	sentences
69	pilot1	Er schlägt einen Dübel in die Wand	-1.0	 Er schlägt einen Dübel in die Wand.	sentences
70	pilot1	Kein gutes Wetter, wenig Gäste	10.0	 Kein gutes Wetter, wenig Gäste.	sentences
71	pilot1	Da läuft der Zug ein	0.0	 Da läuft Zug ein.	sentences
72	pilot1	Er geht links, sie rechts	10.0	 Er geht links, sie rechts.	sentences
73	pilot1	Das ist ein dünnes Gesöff in diesem Bottich	0.0	 Das ist ein schönes Gesöff in dem Bottich.	sentences
74	pilot1	Dauernd klopft es an der Tür	-2.0	 Dauernd klopft es an der Tür.	sentences
75	pilot1	Danach kannst Du Dich wirklich richten	2.0	 Danach kann man sich wirklich richten.	sentences
76	pilot1	Verkehrsampeln leuchten grün, gelb, rot	-1.0	 Die Lichter an der Ampel leuchten grün, gelb, rot.	sentences
77	pilot1	Manche Menschen vertragen keine Erdbeeren	1.0	 Manche Menschen mögen keine Erdbeeren.	sentences
78	pilot1	Sie wringt den Putzlappen aus	-2.0	 nicht verstanden	sentences
79	pilot1	In den Bergen kann man gut Schi laufen	0.0	 kann man gut Ski laufen.	sentences
80	pilot1	Anschrift und Marke nicht vergessen	2.0	 Anschrift und Marke nicht vergessen.	sentences
81	pilot1	Ich suche Züge München Nürnberg etwa um Mittag	-1.0	 Ich suche München Nürnberg	sentences
82	pilot1	Endlich läuft unser Wasser wieder	0.0	 Endlich läuft unser Wasser wieder.	sentences
83	pilot1	Wer früh aufsteht, kann früh hingehen	2.0	 Wer früh aufsteht, kann früh hingehen.	sentences
84	pilot1	Die Tragödie wurde mit langdauernden Gongschlägen eröffnet	0.0	 Die Tragödie wurde mit langdauernden Toren und Schlägen errichtet.	sentences
85	pilot1	Es ist schade, daß die mühsam geebnete Beziehung von so kurzer Dauer war	0.0	 Es ist schade, dass die Beziehung von so kurzer Dauer war.	sentences
86	pilot1	Vor der Hütte sitzt ein großer Heuhaufen	2.0	 Vor der Hütte sitzt ein Heuaufen.	sentences
87	pilot1	Ich will keine Zeit durch weitere nutzlose Bemühungen vergeuden	2.0	Bemühung vergolden	sentences
88	pilot1	Mach Dir's bequem, alter Freund	1.0	 Mach es dir bequem, alter Freund.	sentences
89	pilot1	Das Mädchen fand diese Muscheln	2.0	 das Mädchen fand diese	sentences
90	pilot1	Alle Kinder essen gern Eis	-2.0	 Alle Kinder essen gern Eis.	sentences
91	pilot1	Beim Elternabend der Hauptschule plant man ein Volksfest	-1.0	 Der Elternabend der Hauptschule plant ein Volksfest.	sentences
92	pilot1	Adler fliegen tausend Meter hoch	-2.0	 Adler fliegen tausend Meter hoch.	sentences
93	pilot1	Der Frosch sprang rein ins Täschchen	0.0	 Der Frosch sprang rein ins Täschchen.	sentences
94	pilot1	Schnupfen stört uns natürlich sehr	-2.0	 stört uns natürlich sehr.	sentences
95	pilot1	"Der Förster aus Königstein drohte dem Wilderer mit einer Keule und schrie: ""Hau ab!"""	0.0	 Der Förster aus Klingenstein drohte den Wilderer mit einer Keule und Schrie hau ab.	sentences
96	pilot1	Er hat eine sprunghafte Gangart	10.0	 Er hat eine sprunghafte Gangart.	sentences
97	pilot1	Vati läßt mich Chemie studieren	1.0	 Vati lässt mich hier.	sentences
98	pilot1	Jungen lieben Streit, Mädchen Eintracht	10.0	 Jungen lieben Streit Mädchen Eintracht.	sentences
99	pilot1	"""Zug endet hier!"" verkündet die Ansage"	-1.0	 Zu Ende hier.	sentences
100	pilot1	Die Tante bewohnt ein nettes Häuschen	10.0	Tante bewohnt ein nettes Häuschen.	sentences
101	pilot1	Der herrische Pate versteht sich als Pol der ganzen Familie	10.0	 Der herrische Pate versteht sich aus Pol der ganzen Familie.	sentences
102	pilot1	Die Entscheidung darfst du selbst fällen	-2.0	 Die Entscheidung darfst du selbst treffen.	sentences
103	pilot1	Nach diesen Sturmböen herrscht ein furchtbares Chaos	0.0	 Nach diesen Sturmböen herrscht ein furchtbares Chaos.	sentences
104	pilot1	Auf dem Brett leuchten bunte Tulpen	10.0	 Auf dem Brett leuchten bunte Tulpen.	sentences
105	pilot1	Der Besitz des Kiosks ist rechtlich verpfändet	0.0	 Der Sitz des Kiosks ist prächtig verfremdet.	sentences
106	pilot1	Im Dschungel herrscht skrupellose Lebensform	10.0	 Im Dschungel herrscht skrupellose Lebensform	sentences
107	pilot1	Der Pflug zieht tiefe Furchen	1.0	 Der Pflug zieht tiefe Furchen.	sentences
108	pilot1	Sechs Mädchen wollen Schwester werden	-2.0	 Selbst Mädchen wollen Schwester werden.	sentences
109	pilot1	Ich will am Montag um acht Uhr nach Stuttgart	1.0	 Ich will am Montag um acht Uhr nach Stuttgart.	sentences
110	pilot1	Wenn ihr ihm das kostbare Bild abjagen könntet, gäbe es Grund zum Aufjauchzen	2.0	Wenn ihr ihm das kostbare Bild könntet, wäre es ein Grund. 	sentences
111	pilot1	Geld allein macht nicht glücklich	1.0	 Geld allein macht nicht glücklich.	sentences
112	pilot1	Schmelzdraht schmilzt bei elfhundert Grad	-2.0	 schmilzt.	sentences
113	pilot1	In der Dämmerung kommen wir heim	-1.0	 In der Dämmerung kommen die Reiher.	sentences
114	pilot1	Mein Dackel pariert auf's Wort	1.0	 Mein Dackel hört aufs Wort.	sentences
115	pilot1	Ich bin nicht naß geworden	10.0	 Bin nicht naß geworden.	sentences
116	pilot1	Prinzipiell müssen alle Hunde ein Halsband tragen	2.0	 Prinzipiell müssen alle Hunde ein Halsband tragen.	sentences
117	pilot1	Ich möchte dir den Tuschkasten abkaufen	-1.0	 Ich möchte dir den Tuschkasten abkaufen.	sentences
118	pilot1	Schlaf vor Mitternacht ist gesund	1.0	 der Schlaf vor Mitternacht ist.	sentences
119	pilot1	Ihr müßt den Rüpel wegjagen	0.0	 nicht verstanden.	sentences
120	pilot1	Sonntags trinken viele Männer Bier	10.0	 Sonntags trinken viele Männer Bier.	sentences
121	pilot1	Einstweilen ist Erfolg die Hauptsache	-2.0	 Einstweilen ist Erfolg.	sentences
122	pilot1	Die Rinder sind noch auf der Weide	10.0	 Die Rinder sind noch auf der Weide.	sentences
123	pilot1	Sei gewarnt: Sektflaschen können explodieren	-2.0	 Seid gewarnt, Gasflaschen können explodieren.	sentences
124	pilot1	Dienstag wieder frisch gebrannte Mandeln	2.0	 Dienstag wieder frisch gebrannte Mandeln.	sentences
125	pilot1	Mich drückt der linke Schuh	0.0	Mir drückt der linke Schuh.	sentences
126	pilot1	Jeden Freitag gibt's frischen Fisch	10.0	 Jeden Freitag gibts frischen Fisch.	sentences
127	pilot1	Heute jeder Strauß Blumen zwei Mark	1.0	 Heute Strauß Blumen zwei Mark.	sentences
128	pilot1	Wenn der Schnee schmilzt, kommt der Frühling	1.0	 Wenn der Schnee schmilzt, kommt der Frühling.	sentences
129	pilot1	Ängstlich begreifst du Omas Lage	1.0	 Endlich begreifst du Omas Lage.	sentences
130	pilot1	Die Kartoffeln gehören zum Mittagessen	2.0	 Kartoffeln gehören zum Mittagessen.	sentences
131	pilot1	Mittwoch kommt uns Besuch passend	-1.0	 kommt uns besuchen.	sentences
132	pilot1	Englische Kriminalromane sind ihm die liebste Lektüre	-2.0	 Kriminalromane sind die liebste Lektüre.	sentences
133	pilot1	In den nächsten Jahren werde ich kein Pökelfleisch mehr essen	10.0	 In den nächsten Jahren werde ich kein Pökelfleisch mehr essen.	sentences
134	pilot1	In der Loipe läuft er Schi	2.0	 nicht verstanden	sentences
135	pilot1	Es geht hier ums Prinzip	-2.0	 Es geht hier ums Prinzip.	sentences
136	pilot1	Der Löwe schleicht im Käfig umher	1.0	 Der Löwe schleicht im Käfig umher.	sentences
137	pilot1	Den König hat der Putschversuch der Bürger sicher zu Tode erschreckt	-1.0	 Den König hat der Putschversuch der Bürger sicherlich zu Tode erschreckt.	sentences
138	pilot1	Die letztmalige Feststellung war eindrucksvoll	0.0	 Die letztendliche Feststellung war eindrucksvoll.	sentences
139	pilot1	Das war jetzt aber ein schöner Tag	10.0	 Das war jetzt aber ein schöner Tag.	sentences
140	pilot1	Der Karlspreis ist die Sternstunde eines Films	-2.0	 Die Sternstunde eines Königs	sentences
141	pilot1	Du bewirbst dich bei der gepflegten Wirtschaftsbank	-2.0	 Du bewirbst dich bei der gepflegten Wirtschaftsbank.	sentences
142	pilot1	Das amtliche Amtsblatt liegt überm Durchschnitt	0.0	 liegt überm Durchschnitt.	sentences
143	pilot1	Danach tut eine Wanderung gut	-2.0	 nicht verstanden	sentences
144	pilot1	Böse Menschen verdienen ihre Strafe	-2.0	 kriegt ihre Strafe.	sentences
145	pilot1	Hier richten Zimmerleute ein Dach	1.0	 Zimmern ein Dach.	sentences
146	pilot1	Der Bahnhof liegt sieben Minuten entfernt	-2.0	 Der Bahnhof liegt sieben Minuten entfernt.	sentences
147	pilot1	Voller Glück sind wir am Ziel	-2.0	 Voller Glück sind wir am Ziel.	sentences
148	pilot1	Nicht jeder verträgt kaltes Bier	-2.0	 Nicht jeder Student das Bier.	sentences
149	pilot1	Unsere Eltern tanzen Wiener Walzer	-2.0	 Unsere Welt hat	sentences
150	pilot1	Diese Mannschaft schoß gleich drei Tore	10.0	 Diese Mannschaft schoss gleich drei Tore.	sentences
151	pilot1	Ein Bauer arbeitet auf seinem Acker	-1.0	 Ein Bauer arbeitet auf seinem Acker.	sentences
152	pilot1	Wir haben ein Abteil extra für uns	-1.0	 Wir haben ein Abteil extra für uns.	sentences
153	pilot1	Wir danken Ihnen für die freundliche Unterstützung und hoffen weiterhin auf gute Zusammenarbeit	1.0	 Wir danken Ihnen für die freundliche Unterstützung und hoffen weiter auf gute Zusammenarbeit.	sentences
154	pilot1	Er ist in diesem Jahr Strohwitwer	2.0	 Er ist in diesem Jahr Strohwitwer.	sentences
